Id,Expected
2411,neutral
2412,positive
2413,negative
2414,neutral
2415,negative
2416,neutral
2417,negative
2418,neutral
2419,neutral
2420,negative
2421,negative
2422,negative
2423,neutral
2424,positive
2425,negative
2426,positive
2427,negative
2428,negative
2429,negative
2430,negative
2431,negative
2432,neutral
2433,negative
2434,positive
2435,negative
2436,negative
2437,neutral
2438,positive
2439,positive
2440,negative
2441,negative
2442,negative
2443,negative
2444,negative
2445,positive
2446,negative
2447,negative
2448,negative
2449,negative
2450,positive
2451,negative
2452,negative
2453,negative
2454,negative
2455,negative
2456,negative
2457,negative
2458,negative
2459,positive
2460,negative
2461,neutral
2462,positive
2463,negative
2464,neutral
2465,negative
2466,positive
2467,negative
2468,neutral
2469,negative
2470,negative
2471,negative
2472,negative
2473,neutral
2474,negative
2475,negative
2476,negative
2477,negative
2478,neutral
2479,negative
2480,negative
2481,negative
2482,positive
2483,neutral
2484,negative
2485,negative
2486,neutral
2487,negative
2488,neutral
2489,negative
2490,negative
2491,positive
2492,negative
2493,negative
2494,neutral
2495,negative
2496,negative
2497,neutral
2498,positive
2499,neutral
2500,neutral
2501,neutral
2502,negative
2503,positive
2504,negative
2505,negative
2506,positive
2507,negative
2508,negative
2509,neutral
2510,neutral
2511,negative
2512,negative
2513,neutral
2514,neutral
2515,negative
2516,negative
2517,negative
2518,negative
2519,neutral
2520,negative
2521,positive
2522,neutral
2523,neutral
2524,negative
2525,negative
2526,negative
2527,negative
2528,neutral
2529,negative
2530,neutral
2531,neutral
2532,positive
2533,negative
2534,neutral
2535,positive
2536,negative
2537,negative
2538,negative
2539,negative
2540,neutral
2541,neutral
2542,negative
2543,positive
2544,positive
2545,negative
2546,negative
2547,negative
2548,negative
2549,negative
2550,negative
2551,neutral
2552,neutral
2553,negative
2554,negative
2555,negative
2556,negative
2557,negative
2558,positive
2559,negative
2560,negative
2561,positive
2562,negative
2563,positive
2564,neutral
2565,negative
2566,neutral
2567,neutral
2568,negative
2569,positive
2570,negative
2571,positive
2572,neutral
2573,negative
2574,negative
2575,negative
2576,negative
2577,negative
2578,negative
2579,neutral
2580,negative
2581,negative
2582,neutral
2583,neutral
2584,negative
2585,neutral
2586,negative
2587,negative
2588,neutral
2589,negative
2590,negative
2591,negative
2592,negative
2593,positive
2594,negative
2595,positive
2596,negative
2597,neutral
2598,negative
2599,positive
2600,negative
2601,negative
2602,positive
2603,positive
2604,negative
2605,negative
2606,neutral
2607,neutral
2608,negative
2609,negative
2610,negative
2611,negative
2612,negative
2613,neutral
2614,negative
2615,positive
2616,negative
2617,neutral
2618,neutral
2619,positive
2620,negative
2621,positive
2622,negative
2623,negative
2624,negative
2625,negative
2626,neutral
2627,neutral
2628,negative
2629,negative
2630,negative
2631,negative
2632,neutral
2633,negative
2634,negative
2635,negative
2636,negative
2637,neutral
2638,negative
2639,positive
2640,negative
2641,negative
2642,negative
2643,negative
2644,negative
2645,negative
2646,positive
2647,negative
2648,negative
2649,positive
2650,negative
2651,negative
2652,negative
2653,negative
2654,negative
2655,positive
2656,negative
2657,negative
2658,neutral
2659,negative
2660,neutral
2661,negative
2662,negative
2663,negative
2664,positive
2665,negative
2666,negative
2667,neutral
2668,neutral
2669,positive
2670,negative
2671,positive
2672,negative
2673,neutral
2674,negative
2675,negative
2676,positive
2677,positive
2678,negative
2679,negative
2680,negative
2681,neutral
2682,positive
2683,negative
2684,negative
2685,negative
2686,negative
2687,negative
2688,neutral
2689,negative
2690,negative
2691,negative
2692,neutral
2693,neutral
2694,negative
2695,neutral
2696,negative
2697,negative
2698,negative
2699,positive
2700,negative
2701,neutral
2702,negative
2703,negative
2704,negative
2705,negative
2706,neutral
2707,neutral
2708,negative
2709,positive
2710,neutral
2711,neutral
2712,negative
2713,negative
2714,neutral
2715,negative
2716,neutral
2717,negative
2718,neutral
2719,neutral
2720,negative
2721,positive
2722,positive
2723,negative
2724,negative
2725,negative
2726,neutral
2727,negative
2728,positive
2729,neutral
2730,positive
2731,negative
2732,negative
2733,neutral
2734,negative
2735,negative
2736,negative
2737,negative
2738,negative
2739,negative
2740,negative
2741,negative
2742,negative
2743,negative
2744,positive
2745,positive
2746,positive
2747,negative
2748,negative
2749,positive
2750,negative
2751,negative
2752,neutral
2753,neutral
2754,negative
2755,negative
2756,neutral
2757,positive
2758,negative
2759,positive
2760,negative
2761,negative
2762,positive
2763,negative
2764,negative
2765,negative
2766,neutral
2767,negative
2768,negative
2769,negative
2770,negative
2771,negative
2772,negative
2773,negative
2774,negative
2775,negative
2776,negative
2777,negative
2778,neutral
2779,neutral
2780,positive
2781,negative
2782,positive
2783,negative
2784,neutral
2785,neutral
2786,neutral
2787,negative
2788,negative
2789,negative
2790,negative
2791,negative
2792,negative
2793,positive
2794,negative
2795,negative
2796,positive
2797,negative
2798,negative
2799,negative
2800,negative
2801,neutral
2802,positive
2803,negative
2804,negative
2805,neutral
2806,negative
2807,neutral
2808,positive
2809,positive
2810,positive
2811,negative
2812,negative
2813,negative
2814,negative
2815,positive
2816,negative
2817,neutral
2818,negative
2819,negative
2820,negative
2821,neutral
2822,negative
2823,negative
2824,negative
2825,negative
2826,negative
2827,negative
2828,positive
2829,neutral
2830,neutral
2831,neutral
2832,negative
2833,negative
2834,negative
2835,negative
2836,negative
2837,neutral
2838,neutral
2839,negative
2840,negative
2841,positive
2842,positive
2843,negative
2844,negative
2845,positive
2846,negative
2847,neutral
2848,neutral
2849,neutral
2850,negative
2851,negative
2852,negative
2853,negative
2854,neutral
2855,negative
2856,negative
2857,positive
2858,neutral
2859,negative
2860,negative
2861,negative
2862,negative
2863,negative
2864,neutral
2865,negative
2866,negative
2867,negative
2868,positive
2869,neutral
2870,neutral
2871,negative
2872,negative
2873,neutral
2874,negative
2875,neutral
2876,negative
2877,negative
2878,neutral
2879,negative
2880,negative
2881,negative
2882,negative
2883,negative
2884,negative
2885,neutral
2886,negative
2887,positive
2888,negative
2889,negative
2890,neutral
2891,neutral
2892,positive
2893,negative
2894,positive
2895,negative
2896,negative
2897,negative
2898,positive
2899,negative
2900,neutral
2901,positive
2902,negative
2903,negative
2904,negative
2905,negative
2906,neutral
2907,positive
2908,negative
2909,negative
2910,negative
2911,negative
2912,negative
2913,positive
2914,neutral
2915,negative
2916,positive
2917,positive
2918,neutral
2919,neutral
2920,negative
2921,negative
2922,negative
2923,neutral
2924,positive
2925,neutral
2926,negative
2927,positive
2928,negative
2929,neutral
2930,neutral
2931,positive
2932,negative
2933,positive
2934,negative
2935,negative
2936,negative
2937,negative
2938,negative
2939,negative
2940,negative
2941,negative
2942,positive
2943,neutral
2944,negative
2945,neutral
2946,negative
2947,negative
2948,negative
2949,negative
2950,negative
2951,negative
2952,negative
2953,negative
2954,negative
2955,negative
2956,positive
2957,negative
2958,negative
2959,neutral
2960,negative
2961,neutral
2962,neutral
2963,positive
2964,negative
2965,neutral
2966,positive
2967,negative
2968,neutral
2969,positive
2970,negative
2971,negative
2972,neutral
2973,positive
2974,negative
2975,negative
2976,neutral
2977,negative
2978,negative
2979,negative
2980,negative
2981,negative
2982,negative
2983,negative
2984,negative
2985,positive
2986,positive
2987,negative
2988,positive
2989,negative
2990,negative
2991,negative
2992,positive
2993,neutral
2994,negative
2995,negative
2996,positive
2997,negative
2998,negative
2999,positive
3000,negative
3001,positive
3002,neutral
3003,neutral
3004,neutral
3005,negative
3006,neutral
3007,negative
3008,negative
3009,negative
3010,negative
3011,negative
3012,negative
3013,negative
3014,negative
3015,positive
3016,neutral
3017,negative
3018,negative
3019,neutral
3020,positive
3021,negative
3022,negative
3023,neutral
3024,neutral
3025,negative
3026,neutral
3027,positive
3028,negative
3029,negative
3030,positive
3031,positive
3032,negative
3033,neutral
3034,negative
3035,neutral
3036,negative
3037,positive
3038,negative
3039,negative
3040,positive
3041,neutral
3042,negative
3043,positive
3044,negative
3045,negative
3046,negative
3047,neutral
3048,negative
3049,positive
3050,negative
3051,negative
3052,neutral
3053,neutral
3054,neutral
3055,negative
3056,positive
3057,positive
3058,positive
3059,negative
3060,negative
3061,neutral
3062,positive
3063,neutral
3064,neutral
3065,positive
3066,negative
3067,negative
3068,negative
3069,negative
3070,negative
3071,negative
3072,neutral
3073,neutral
3074,negative
3075,negative
3076,negative
3077,negative
3078,negative
3079,negative
3080,neutral
3081,positive
3082,negative
3083,positive
3084,negative
3085,negative
3086,negative
3087,negative
3088,neutral
3089,neutral
3090,neutral
3091,neutral
3092,negative
3093,negative
3094,neutral
3095,negative
3096,negative
3097,negative
3098,negative
3099,negative
3100,neutral
3101,neutral
3102,negative
3103,negative
3104,negative
3105,neutral
3106,negative
3107,positive
3108,negative
3109,neutral
3110,negative
3111,positive
3112,negative
3113,neutral
3114,neutral
3115,neutral
3116,negative
3117,negative
3118,negative
3119,negative
3120,positive
3121,negative
3122,neutral
3123,neutral
3124,positive
3125,neutral
3126,negative
3127,neutral
3128,negative
3129,neutral
3130,negative
3131,negative
3132,negative
3133,negative
3134,negative
3135,negative
3136,negative
3137,negative
3138,positive
3139,negative
3140,neutral
3141,negative
3142,negative
3143,negative
3144,negative
3145,negative
3146,negative
3147,negative
3148,negative
3149,negative
3150,neutral
3151,negative
3152,negative
3153,negative
3154,positive
3155,positive
3156,positive
3157,negative
3158,neutral
3159,negative
3160,negative
3161,negative
3162,negative
3163,negative
3164,negative
3165,negative
3166,neutral
3167,positive
3168,neutral
3169,neutral
3170,negative
3171,positive
3172,negative
3173,negative
3174,neutral
3175,neutral
3176,neutral
3177,neutral
3178,negative
3179,positive
3180,negative
3181,positive
3182,negative
3183,negative
3184,negative
3185,negative
3186,negative
3187,neutral
3188,negative
3189,neutral
3190,neutral
3191,negative
3192,neutral
3193,neutral
3194,positive
3195,negative
3196,neutral
3197,negative
3198,neutral
3199,positive
3200,positive
3201,negative
3202,negative
3203,neutral
3204,positive
3205,negative
3206,positive
3207,negative
3208,negative
3209,neutral
3210,negative
3211,negative
3212,positive
3213,negative
3214,negative
3215,neutral
3216,positive
3217,negative
3218,neutral
3219,negative
3220,negative
3221,positive
3222,neutral
3223,negative
3224,negative
3225,neutral
3226,positive
3227,negative
3228,positive
3229,negative
3230,negative
3231,negative
3232,negative
3233,negative
3234,negative
3235,negative
3236,negative
3237,neutral
3238,negative
3239,neutral
3240,negative
3241,neutral
3242,negative
3243,negative
3244,positive
3245,neutral
3246,negative
3247,negative
3248,positive
3249,positive
3250,negative
3251,neutral
3252,negative
3253,negative
3254,neutral
3255,neutral
3256,neutral
3257,positive
3258,negative
3259,neutral
3260,neutral
3261,negative
3262,negative
3263,negative
3264,negative
3265,positive
3266,neutral
3267,negative
3268,negative
3269,positive
3270,negative
3271,negative
3272,positive
3273,positive
3274,negative
3275,positive
3276,negative
3277,negative
3278,negative
3279,neutral
3280,neutral
3281,neutral
3282,negative
3283,negative
3284,negative
3285,negative
3286,negative
3287,negative
3288,negative
3289,neutral
3290,negative
3291,negative
3292,negative
3293,negative
